2020-03-31 21:25:50,527 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-03-31 21:25:50,587 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-03-31 21:25:50,588 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-03-31 21:25:50,588 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-03-31 21:25:50,597 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-03-31 21:25:50,598 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-03-31 21:25:50,611 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-03-31 21:30:00,994 INFO  SwAddin.cs: 271 - Assembly export called for file Manip
2020-03-31 21:30:03,688 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-31 21:30:04,402 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-31 21:30:04,413 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Manip
2020-03-31 21:30:04,419 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Manip
2020-03-31 21:30:04,420 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Manip
2020-03-31 21:30:04,420 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-31 21:30:04,422 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-03-31 21:30:04,423 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Manip.stp-1
2020-03-31 21:30:04,424 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Manip.stp-1
2020-03-31 21:30:04,424 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Manip.stp-1
2020-03-31 21:30:04,425 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Manip
2020-03-31 21:30:04,425 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Manip
2020-03-31 21:30:04,426 INFO  ExportHelperExtension.cs: 1152 - Found 9 features of type [RefAxis] in Manip
2020-03-31 21:30:04,426 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-31 21:30:04,426 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-03-31 21:30:04,426 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Manip.stp-1
2020-03-31 21:30:04,443 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Manip.stp-1
2020-03-31 21:30:04,443 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Manip.stp-1
2020-03-31 21:30:04,662 INFO  SwAddin.cs: 316 - Loading config tree
2020-03-31 21:30:04,667 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-03-31 21:30:04,670 INFO  SwAddin.cs: 321 - Showing property manager
2020-03-31 21:30:06,435 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-03-31 21:30:14,831 INFO  SwAddin.cs: 271 - Assembly export called for file Manip
2020-03-31 21:30:15,796 INFO  SwAddin.cs: 290 - Saving assembly
2020-03-31 21:30:16,495 INFO  SwAddin.cs: 293 - Opening property manager
2020-03-31 21:30:16,495 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Manip
2020-03-31 21:30:16,496 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Manip
2020-03-31 21:30:16,496 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Manip
2020-03-31 21:30:16,497 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-03-31 21:30:16,497 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-03-31 21:30:16,497 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Manip.stp-1
2020-03-31 21:30:16,498 INFO  ExportHelperExtension.cs: 1142 - Found 22 in Manip.stp-1
2020-03-31 21:30:16,498 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Manip.stp-1
2020-03-31 21:30:16,499 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Manip
2020-03-31 21:30:16,499 INFO  ExportHelperExtension.cs: 1142 - Found 31 in Manip
